Unique ID,3-Year Period,Cause of Death,Race,Hispanic or Latino  Origin,Gender,"Age-Adjusted Rate per 100,000 Population",Lower 95% Confidence Interval,Upper 95% Confidence Interval
A2010201239101,2010-2012,Infections of kidney,White,Total,Male,,,
A2010201239102,2010-2012,Infections of kidney,White,Total,Female,,,
A2010201239110,2010-2012,Infections of kidney,White,Not Hispanic,Total,,,
A2010201239111,2010-2012,Infections of kidney,White,Not Hispanic,Male,,,
A2010201239112,2010-2012,Infections of kidney,White,Not Hispanic,Female,,,
A2010201239120,2010-2012,Infections of kidney,White,Hispanic,Total,0.0,0.0,0.7
A2010201239121,2010-2012,Infections of kidney,White,Hispanic,Male,0.0,0.0,2.1
A2010201239122,2010-2012,Infections of kidney,White,Hispanic,Female,0.0,0.0,1.2
A2010201239200,2010-2012,Infections of kidney,Black,Total,Total,0.0,0.0,0.4
A2010201239201,2010-2012,Infections of kidney,Black,Total,Male,0.0,0.0,1.2
A2010201239202,2010-2012,Infections of kidney,Black,Total,Female,0.0,0.0,0.7
A2010201239210,2010-2012,Infections of kidney,Black,Not Hispanic,Total,0.0,0.0,0.5
A2010201239211,2010-2012,Infections of kidney,Black,Not Hispanic,Male,0.0,0.0,1.2
A2010201239212,2010-2012,Infections of kidney,Black,Not Hispanic,Female,0.0,0.0,0.8
A2010201239220,2010-2012,Infections of kidney,Black,Hispanic,Total,0.0,0.0,11.6
A2010201239221,2010-2012,Infections of kidney,Black,Hispanic,Male,0.0,0.0,35.1
A2010201239222,2010-2012,Infections of kidney,Black,Hispanic,Female,0.0,0.0,17.8
A2010201239300,2010-2012,Infections of kidney,American Indian/Alaska Native,Total,Total,0.0,0.0,16.9
A2010201239301,2010-2012,Infections of kidney,American Indian/Alaska Native,Total,Male,0.0,0.0,48.7
A2010201239302,2010-2012,Infections of kidney,American Indian/Alaska Native,Total,Female,0.0,0.0,27.6
A2010201239310,2010-2012,Infections of kidney,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,39.1
A2010201239311,2010-2012,Infections of kidney,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,91.8
A2010201239312,2010-2012,Infections of kidney,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,73.0
A2010201239320,2010-2012,Infections of kidney,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,35.6
A2010201239321,2010-2012,Infections of kidney,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,138.5
A2010201239322,2010-2012,Infections of kidney,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,51.7
A2010201239400,2010-2012,Infections of kidney,Asian/Pacific Islander,Total,Total,0.0,0.0,0.5
A2010201239401,2010-2012,Infections of kidney,Asian/Pacific Islander,Total,Male,0.0,0.0,1.1
A2010201239402,2010-2012,Infections of kidney,Asian/Pacific Islander,Total,Female,0.0,0.0,1.0
A2010201239410,2010-2012,Infections of kidney,Asian/Pacific Islander,Not Hispanic,Total,0.0,0.0,0.5
A2010201239411,2010-2012,Infections of kidney,Asian/Pacific Islander,Not Hispanic,Male,0.0,0.0,1.2
A2010201239412,2010-2012,Infections of kidney,Asian/Pacific Islander,Not Hispanic,Female,0.0,0.0,1.0
A2010201239420,2010-2012,Infections of kidney,Asian/Pacific Islander,Hispanic,Total,0.0,0.0,37.3
A2010201239421,2010-2012,Infections of kidney,Asian/Pacific Islander,Hispanic,Male,0.0,0.0,144.5
A2010201239422,2010-2012,Infections of kidney,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,58.6
A2010201240000,2010-2012,Hyperplasia of prostate,Total,Total,Total,,,
A2010201240001,2010-2012,Hyperplasia of prostate,Total,Total,Male,,,
A2010201240002,2010-2012,Hyperplasia of prostate,Total,Total,Female,0.0,0.0,0.1
A2010201240010,2010-2012,Hyperplasia of prostate,Total,Not Hispanic,Total,,,
A2010201240011,2010-2012,Hyperplasia of prostate,Total,Not Hispanic,Male,,,
A2010201240012,2010-2012,Hyperplasia of prostate,Total,Not Hispanic,Female,0.0,0.0,0.2
A2010201240020,2010-2012,Hyperplasia of prostate,Total,Hispanic,Total,,,
A2010201240021,2010-2012,Hyperplasia of prostate,Total,Hispanic,Male,,,
A2010201240022,2010-2012,Hyperplasia of prostate,Total,Hispanic,Female,0.0,0.0,1.1
A2010201240100,2010-2012,Hyperplasia of prostate,White,Total,Total,,,
A2010201240101,2010-2012,Hyperplasia of prostate,White,Total,Male,,,
A2010201240102,2010-2012,Hyperplasia of prostate,White,Total,Female,0.0,0.0,0.2
A2010201240110,2010-2012,Hyperplasia of prostate,White,Not Hispanic,Total,,,
A2010201240111,2010-2012,Hyperplasia of prostate,White,Not Hispanic,Male,,,
A2010201240112,2010-2012,Hyperplasia of prostate,White,Not Hispanic,Female,0.0,0.0,0.3
A2010201240120,2010-2012,Hyperplasia of prostate,White,Hispanic,Total,,,
A2010201240121,2010-2012,Hyperplasia of prostate,White,Hispanic,Male,,,
A2010201240122,2010-2012,Hyperplasia of prostate,White,Hispanic,Female,0.0,0.0,1.2
A2010201240200,2010-2012,Hyperplasia of prostate,Black,Total,Total,0.0,0.0,0.4
A2010201240201,2010-2012,Hyperplasia of prostate,Black,Total,Male,0.0,0.0,1.2
A2010201240202,2010-2012,Hyperplasia of prostate,Black,Total,Female,0.0,0.0,0.7
A2010201240210,2010-2012,Hyperplasia of prostate,Black,Not Hispanic,Total,0.0,0.0,0.5
A2010201240211,2010-2012,Hyperplasia of prostate,Black,Not Hispanic,Male,0.0,0.0,1.2
A2010201240212,2010-2012,Hyperplasia of prostate,Black,Not Hispanic,Female,0.0,0.0,0.8
A2010201240220,2010-2012,Hyperplasia of prostate,Black,Hispanic,Total,0.0,0.0,11.6
A2010201240221,2010-2012,Hyperplasia of prostate,Black,Hispanic,Male,0.0,0.0,35.1
A2010201240222,2010-2012,Hyperplasia of prostate,Black,Hispanic,Female,0.0,0.0,17.8
A2010201240300,2010-2012,Hyperplasia of prostate,American Indian/Alaska Native,Total,Total,0.0,0.0,16.9
A2010201240301,2010-2012,Hyperplasia of prostate,American Indian/Alaska Native,Total,Male,0.0,0.0,48.7
A2010201240302,2010-2012,Hyperplasia of prostate,American Indian/Alaska Native,Total,Female,0.0,0.0,27.6
A2010201240310,2010-2012,Hyperplasia of prostate,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,39.1
A2010201240311,2010-2012,Hyperplasia of prostate,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,91.8
A2010201240312,2010-2012,Hyperplasia of prostate,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,73.0
A2010201240320,2010-2012,Hyperplasia of prostate,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,35.6
A2010201240321,2010-2012,Hyperplasia of prostate,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,138.5
A2010201240322,2010-2012,Hyperplasia of prostate,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,51.7
A2010201240400,2010-2012,Hyperplasia of prostate,Asian/Pacific Islander,Total,Total,,,
A2010201240401,2010-2012,Hyperplasia of prostate,Asian/Pacific Islander,Total,Male,,,
A2010201240402,2010-2012,Hyperplasia of prostate,Asian/Pacific Islander,Total,Female,0.0,0.0,1.0
A2010201240410,2010-2012,Hyperplasia of prostate,Asian/Pacific Islander,Not Hispanic,Total,,,
A2010201240411,2010-2012,Hyperplasia of prostate,Asian/Pacific Islander,Not Hispanic,Male,,,
A2010201240412,2010-2012,Hyperplasia of prostate,Asian/Pacific Islander,Not Hispanic,Female,0.0,0.0,1.0
A2010201240420,2010-2012,Hyperplasia of prostate,Asian/Pacific Islander,Hispanic,Total,0.0,0.0,37.3
A2010201240421,2010-2012,Hyperplasia of prostate,Asian/Pacific Islander,Hispanic,Male,0.0,0.0,144.5
A2010201240422,2010-2012,Hyperplasia of prostate,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,58.6
A2010201241000,2010-2012,Inflammatory diseases of female pelvic organs,Total,Total,Total,,,
A2010201241001,2010-2012,Inflammatory diseases of female pelvic organs,Total,Total,Male,0.0,0.0,0.2
A2010201241002,2010-2012,Inflammatory diseases of female pelvic organs,Total,Total,Female,,,
A2010201241010,2010-2012,Inflammatory diseases of female pelvic organs,Total,Not Hispanic,Total,,,
A2010201241011,2010-2012,Inflammatory diseases of female pelvic organs,Total,Not Hispanic,Male,0.0,0.0,0.2
A2010201241012,2010-2012,Inflammatory diseases of female pelvic organs,Total,Not Hispanic,Female,,,
A2010201241020,2010-2012,Inflammatory diseases of female pelvic organs,Total,Hispanic,Total,0.0,0.0,0.7
A2010201241021,2010-2012,Inflammatory diseases of female pelvic organs,Total,Hispanic,Male,0.0,0.0,1.9
A2010201241022,2010-2012,Inflammatory diseases of female pelvic organs,Total,Hispanic,Female,0.0,0.0,1.1
A2010201241100,2010-2012,Inflammatory diseases of female pelvic organs,White,Total,Total,0.0,0.0,0.1
A2010201241101,2010-2012,Inflammatory diseases of female pelvic organs,White,Total,Male,0.0,0.0,0.2
A2010201241102,2010-2012,Inflammatory diseases of female pelvic organs,White,Total,Female,0.0,0.0,0.2
A2010201241110,2010-2012,Inflammatory diseases of female pelvic organs,White,Not Hispanic,Total,0.0,0.0,0.2
A2010201241111,2010-2012,Inflammatory diseases of female pelvic organs,White,Not Hispanic,Male,0.0,0.0,0.3
A2010201241112,2010-2012,Inflammatory diseases of female pelvic organs,White,Not Hispanic,Female,0.0,0.0,0.3
A2010201241120,2010-2012,Inflammatory diseases of female pelvic organs,White,Hispanic,Total,0.0,0.0,0.7
A2010201241121,2010-2012,Inflammatory diseases of female pelvic organs,White,Hispanic,Male,0.0,0.0,2.1
A2010201241122,2010-2012,Inflammatory diseases of female pelvic organs,White,Hispanic,Female,0.0,0.0,1.2
A2010201241200,2010-2012,Inflammatory diseases of female pelvic organs,Black,Total,Total,,,
A2010201241201,2010-2012,Inflammatory diseases of female pelvic organs,Black,Total,Male,0.0,0.0,1.2
A2010201241202,2010-2012,Inflammatory diseases of female pelvic organs,Black,Total,Female,,,
A2010201241210,2010-2012,Inflammatory diseases of female pelvic organs,Black,Not Hispanic,Total,,,
A2010201241211,2010-2012,Inflammatory diseases of female pelvic organs,Black,Not Hispanic,Male,0.0,0.0,1.2
A2010201241212,2010-2012,Inflammatory diseases of female pelvic organs,Black,Not Hispanic,Female,,,
A2010201241220,2010-2012,Inflammatory diseases of female pelvic organs,Black,Hispanic,Total,0.0,0.0,11.6
A2010201241221,2010-2012,Inflammatory diseases of female pelvic organs,Black,Hispanic,Male,0.0,0.0,35.1
A2010201241222,2010-2012,Inflammatory diseases of female pelvic organs,Black,Hispanic,Female,0.0,0.0,17.8
A2010201241300,2010-2012,Inflammatory diseases of female pelvic organs,American Indian/Alaska Native,Total,Total,0.0,0.0,16.9
A2010201241301,2010-2012,Inflammatory diseases of female pelvic organs,American Indian/Alaska Native,Total,Male,0.0,0.0,48.7
A2010201241302,2010-2012,Inflammatory diseases of female pelvic organs,American Indian/Alaska Native,Total,Female,0.0,0.0,27.6
A2010201241310,2010-2012,Inflammatory diseases of female pelvic organs,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,39.1
A2010201241311,2010-2012,Inflammatory diseases of female pelvic organs,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,91.8
A2010201241312,2010-2012,Inflammatory diseases of female pelvic organs,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,73.0
A2010201241320,2010-2012,Inflammatory diseases of female pelvic organs,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,35.6
A2010201241321,2010-2012,Inflammatory diseases of female pelvic organs,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,138.5
A2010201241322,2010-2012,Inflammatory diseases of female pelvic organs,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,51.7
A2010201241400,2010-2012,Inflammatory diseases of female pelvic organs,Asian/Pacific Islander,Total,Total,0.0,0.0,0.5
A2010201241401,2010-2012,Inflammatory diseases of female pelvic organs,Asian/Pacific Islander,Total,Male,0.0,0.0,1.1
A2010201241402,2010-2012,Inflammatory diseases of female pelvic organs,Asian/Pacific Islander,Total,Female,0.0,0.0,1.0
A2010201241410,2010-2012,Inflammatory diseases of female pelvic organs,Asian/Pacific Islander,Not Hispanic,Total,0.0,0.0,0.5
A2010201241411,2010-2012,Inflammatory diseases of female pelvic organs,Asian/Pacific Islander,Not Hispanic,Male,0.0,0.0,1.2
A2010201241412,2010-2012,Inflammatory diseases of female pelvic organs,Asian/Pacific Islander,Not Hispanic,Female,0.0,0.0,1.0
A2010201241420,2010-2012,Inflammatory diseases of female pelvic organs,Asian/Pacific Islander,Hispanic,Total,0.0,0.0,37.3
A2010201241421,2010-2012,Inflammatory diseases of female pelvic organs,Asian/Pacific Islander,Hispanic,Male,0.0,0.0,144.5
A2010201241422,2010-2012,Inflammatory diseases of female pelvic organs,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,58.6
A2010201242000,2010-2012,"Pregnancy, childbirth and the puerperium",Total,Total,Total,,,
A2010201242001,2010-2012,"Pregnancy, childbirth and the puerperium",Total,Total,Male,0.0,0.0,0.2
A2010201242002,2010-2012,"Pregnancy, childbirth and the puerperium",Total,Total,Female,,,
A2010201242010,2010-2012,"Pregnancy, childbirth and the puerperium",Total,Not Hispanic,Total,,,
A2010201242011,2010-2012,"Pregnancy, childbirth and the puerperium",Total,Not Hispanic,Male,0.0,0.0,0.2
A2010201242012,2010-2012,"Pregnancy, childbirth and the puerperium",Total,Not Hispanic,Female,,,
A2010201242020,2010-2012,"Pregnancy, childbirth and the puerperium",Total,Hispanic,Total,,,
A2010201242021,2010-2012,"Pregnancy, childbirth and the puerperium",Total,Hispanic,Male,0.0,0.0,1.9
A2010201242022,2010-2012,"Pregnancy, childbirth and the puerperium",Total,Hispanic,Female,,,
A2010201242100,2010-2012,"Pregnancy, childbirth and the puerperium",White,Total,Total,,,
A2010201242101,2010-2012,"Pregnancy, childbirth and the puerperium",White,Total,Male,0.0,0.0,0.2
A2010201242102,2010-2012,"Pregnancy, childbirth and the puerperium",White,Total,Female,,,
A2010201242110,2010-2012,"Pregnancy, childbirth and the puerperium",White,Not Hispanic,Total,,,
A2010201242111,2010-2012,"Pregnancy, childbirth and the puerperium",White,Not Hispanic,Male,0.0,0.0,0.3
A2010201242112,2010-2012,"Pregnancy, childbirth and the puerperium",White,Not Hispanic,Female,,,
A2010201242120,2010-2012,"Pregnancy, childbirth and the puerperium",White,Hispanic,Total,,,
A2010201242121,2010-2012,"Pregnancy, childbirth and the puerperium",White,Hispanic,Male,0.0,0.0,2.1
A2010201242122,2010-2012,"Pregnancy, childbirth and the puerperium",White,Hispanic,Female,,,
A2010201242200,2010-2012,"Pregnancy, childbirth and the puerperium",Black,Total,Total,,,
A2010201242201,2010-2012,"Pregnancy, childbirth and the puerperium",Black,Total,Male,0.0,0.0,1.2
A2010201242202,2010-2012,"Pregnancy, childbirth and the puerperium",Black,Total,Female,,,
A2010201242210,2010-2012,"Pregnancy, childbirth and the puerperium",Black,Not Hispanic,Total,,,
A2010201242211,2010-2012,"Pregnancy, childbirth and the puerperium",Black,Not Hispanic,Male,0.0,0.0,1.2
A2010201242212,2010-2012,"Pregnancy, childbirth and the puerperium",Black,Not Hispanic,Female,,,
A2010201242220,2010-2012,"Pregnancy, childbirth and the puerperium",Black,Hispanic,Total,0.0,0.0,11.6
A2010201242221,2010-2012,"Pregnancy, childbirth and the puerperium",Black,Hispanic,Male,0.0,0.0,35.1
A2010201242222,2010-2012,"Pregnancy, childbirth and the puerperium",Black,Hispanic,Female,0.0,0.0,17.8
A2010201242300,2010-2012,"Pregnancy, childbirth and the puerperium",American Indian/Alaska Native,Total,Total,0.0,0.0,16.9
A2010201242301,2010-2012,"Pregnancy, childbirth and the puerperium",American Indian/Alaska Native,Total,Male,0.0,0.0,48.7
A2010201242302,2010-2012,"Pregnancy, childbirth and the puerperium",American Indian/Alaska Native,Total,Female,0.0,0.0,27.6
A2010201242310,2010-2012,"Pregnancy, childbirth and the puerperium",American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,39.1
A2010201242311,2010-2012,"Pregnancy, childbirth and the puerperium",American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,91.8
A2010201242312,2010-2012,"Pregnancy, childbirth and the puerperium",American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,73.0
A2010201242320,2010-2012,"Pregnancy, childbirth and the puerperium",American Indian/Alaska Native,Hispanic,Total,0.0,0.0,35.6
A2010201242321,2010-2012,"Pregnancy, childbirth and the puerperium",American Indian/Alaska Native,Hispanic,Male,0.0,0.0,138.5
A2010201242322,2010-2012,"Pregnancy, childbirth and the puerperium",American Indian/Alaska Native,Hispanic,Female,0.0,0.0,51.7
A2010201242400,2010-2012,"Pregnancy, childbirth and the puerperium",Asian/Pacific Islander,Total,Total,,,
A2010201242401,2010-2012,"Pregnancy, childbirth and the puerperium",Asian/Pacific Islander,Total,Male,0.0,0.0,1.1
A2010201242402,2010-2012,"Pregnancy, childbirth and the puerperium",Asian/Pacific Islander,Total,Female,,,
A2010201242410,2010-2012,"Pregnancy, childbirth and the puerperium",Asian/Pacific Islander,Not Hispanic,Total,,,
A2010201242411,2010-2012,"Pregnancy, childbirth and the puerperium",Asian/Pacific Islander,Not Hispanic,Male,0.0,0.0,1.2
A2010201242412,2010-2012,"Pregnancy, childbirth and the puerperium",Asian/Pacific Islander,Not Hispanic,Female,,,
A2010201242420,2010-2012,"Pregnancy, childbirth and the puerperium",Asian/Pacific Islander,Hispanic,Total,0.0,0.0,37.3
A2010201242421,2010-2012,"Pregnancy, childbirth and the puerperium",Asian/Pacific Islander,Hispanic,Male,0.0,0.0,144.5
A2010201242422,2010-2012,"Pregnancy, childbirth and the puerperium",Asian/Pacific Islander,Hispanic,Female,0.0,0.0,58.6
A2010201243000,2010-2012,Certain conditions originating in the perinatal period,Total,Total,Total,3.9,3.2,4.6
A2010201243001,2010-2012,Certain conditions originating in the perinatal period,Total,Total,Male,4.0,3.0,5.1
A2010201243002,2010-2012,Certain conditions originating in the perinatal period,Total,Total,Female,3.8,2.8,4.8
A2010201243010,2010-2012,Certain conditions originating in the perinatal period,Total,Not Hispanic,Total,4.7,3.7,5.7
A2010201243011,2010-2012,Certain conditions originating in the perinatal period,Total,Not Hispanic,Male,4.9,3.5,6.3
A2010201243012,2010-2012,Certain conditions originating in the perinatal period,Total,Not Hispanic,Female,4.5,3.1,5.8
A2010201243020,2010-2012,Certain conditions originating in the perinatal period,Total,Hispanic,Total,,,
A2010201243021,2010-2012,Certain conditions originating in the perinatal period,Total,Hispanic,Male,,,
A2010201243022,2010-2012,Certain conditions originating in the perinatal period,Total,Hispanic,Female,,,
A2010201243100,2010-2012,Certain conditions originating in the perinatal period,White,Total,Total,2.4,1.7,3.2
A2010201243101,2010-2012,Certain conditions originating in the perinatal period,White,Total,Male,2.7,1.6,3.8
A2010201243102,2010-2012,Certain conditions originating in the perinatal period,White,Total,Female,2.2,1.1,3.2
A2010201243110,2010-2012,Certain conditions originating in the perinatal period,White,Not Hispanic,Total,2.8,1.7,3.8
A2010201243111,2010-2012,Certain conditions originating in the perinatal period,White,Not Hispanic,Male,3.3,1.7,4.8
A2010201243112,2010-2012,Certain conditions originating in the perinatal period,White,Not Hispanic,Female,,,
A2010201243120,2010-2012,Certain conditions originating in the perinatal period,White,Hispanic,Total,,,
A2010201243121,2010-2012,Certain conditions originating in the perinatal period,White,Hispanic,Male,,,
A2010201243122,2010-2012,Certain conditions originating in the perinatal period,White,Hispanic,Female,,,
A2010201243200,2010-2012,Certain conditions originating in the perinatal period,Black,Total,Total,7.4,5.3,9.6
A2010201243201,2010-2012,Certain conditions originating in the perinatal period,Black,Total,Male,6.3,3.4,9.2
A2010201243202,2010-2012,Certain conditions originating in the perinatal period,Black,Total,Female,8.6,5.3,11.9
A2010201243210,2010-2012,Certain conditions originating in the perinatal period,Black,Not Hispanic,Total,8.3,5.9,10.6
A2010201243211,2010-2012,Certain conditions originating in the perinatal period,Black,Not Hispanic,Male,7.2,3.9,10.5
A2010201243212,2010-2012,Certain conditions originating in the perinatal period,Black,Not Hispanic,Female,9.4,5.7,13.1
A2010201243220,2010-2012,Certain conditions originating in the perinatal period,Black,Hispanic,Total,,,
